,5_angelo,ERCZO ID_angelo,Original Sample Vial Label_angelo,Date Collected,Time Collected_angelo,Site_angelo,Location_angelo,Sample Type_angelo,Sample Type II_angelo,Tree Tag_angelo,Tree tag_angelo,Tree tag 2_angelo,Jasper's tree label_angelo,More text info 1_angelo,More text info 2_angelo,needs attention_angelo,Species (common)_angelo,Species (scientific)_angelo,Well water level (m)_angelo,Depth (m)_angelo,Depth (cm)_angelo,Depth (ft)_angelo,Gravimetric moisture content (g/g)_angelo,Collected by_angelo,Notes_angelo,Exclude?_angelo,dD Instrument_angelo,dO Instrument_angelo,HD run ID_angelo,dD_angelo,GB run ID_angelo,dO_angelo,Sample Vial Location_angelo,VMS Sleeve_angelo,VMS Port_angelo,Adjacent well groundwater depth at time of sampling (m)_angelo,Energetic State_angelo,Date collection started_angelo,Time collection started_angelo,"(obsolete, miscalculated) Gravimetric moisture content (g/g)_angelo","(obsolete, miscalculated) Gravimetric moisture content (g/g).1_angelo",FLAG_angelo,datetime_angelo,5_conger,ERCZO ID_conger,Original Sample Vial Label_conger,Time Collected_conger,Site_conger,Location_conger,Sample Type_conger,Sample Type II_conger,Tree Tag_conger,Tree tag_conger,Tree tag 2_conger,Jasper's tree label_conger,More text info 1_conger,More text info 2_conger,needs attention_conger,Species (common)_conger,Species (scientific)_conger,Well water level (m)_conger,Depth (m)_conger,Depth (cm)_conger,Depth (ft)_conger,Gravimetric moisture content (g/g)_conger,Collected by_conger,Notes_conger,Exclude?_conger,dD Instrument_conger,dO Instrument_conger,HD run ID_conger,dD_conger,GB run ID_conger,dO_conger,Sample Vial Location_conger,VMS Sleeve_conger,VMS Port_conger,Adjacent well groundwater depth at time of sampling (m)_conger,Energetic State_conger,Date collection started_conger,Time collection started_conger,"(obsolete, miscalculated) Gravimetric moisture content (g/g)_conger","(obsolete, miscalculated) Gravimetric moisture content (g/g).1_conger",FLAG_conger,datetime_conger,average_time_delta,average_datetime,average_dD,average_dO,cumRain,cumWYRain,cumSept_1_WYRain,waterYear,Sept_1_waterYear,previousRain,runningWeightedAvg_dD,runningWeightedAvg_dO
693,7282.0,4692,A20190522 A434-2 1240,9/15/19,12:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,578,-37.5,GB746,-5.9,,,,,,,,,,,2019-09-15 12:40:00,7279.0,4689,C20190915 C435-1 1000,10:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,578,-35.6,GB746,-5.2,,,,,,,,,,,2019-09-15 10:00:00,0 days 01:20:00,2019-09-15 14:00:00,-36.55,-5.550000000000001,20835.561399996473,1936.6832000000002,0.0,2019.0,2020.0,1.5587999999988824,-58.49467284563968,-8.855416905842423
687,7277.0,4687,A20190924 A436-1 0830,9/24/19,8:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,578,-26.5,GB746,-4.64,,,,,,,,,,,2019-09-24 08:30:00,7297.0,4707,C20190924 C436-1 0840,8:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,579,-22.8,GB747,-3.86,,,,,,,,,,,2019-09-24 08:40:00,-1 days +23:55:00,2019-09-24 08:25:00,-24.65,-4.25,20854.56139999648,1955.6832000000002,19.0,2019.0,2020.0,19.000000000007276,-58.16879561365495,-8.811073132148511
866,7625.0,5035,A 20190930 A432-1 0800,9/30/19,8:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-43.8,756,-8.09,,,,,,,,,,,2019-09-30 08:00:00,7629.0,5039,C 20190930 C437-1 0810,8:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-37.0,756,-7.7,,,,,,,,,,,2019-09-30 08:10:00,-1 days +23:55:00,2019-09-30 07:55:00,-40.4,-7.895,20871.961399996482,1973.0832000000003,36.4,2019.0,2020.0,17.400000000001455,-58.013483757910265,-8.803066004302295
1493,,,,10/20/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-10-20 10:20:00,8999.0,6409,C20191022 C438-1 1020,10:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,613,-9.4,780,-3.3,,,,,,,,,,,2019-10-20 10:20:00,0 days 00:00:00,2019-10-20 10:20:00,-9.4,-3.3,20886.761399996478,14.8,51.2,2020.0,2020.0,14.799999999995634,-9.4,-3.3
858,7623.0,5033,A 20191022 A438-1 1010,10/22/19,10:10,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-15.2,756,-3.16,,,,,,,,,,,2019-10-22 10:10:00,7595.0,5005,C 20191022 C438-1 1020,10:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-10.0,756,-3.28,,,,,,,,,,,2019-10-22 10:20:00,-1 days +23:55:00,2019-10-22 10:05:00,-12.6,-3.2199999999999998,20886.761399996478,14.8,51.2,2020.0,2020.0,0.0,-9.4,-3.3
778,7603.0,5013,A 20191204 A439-1 1030,12/4/19,10:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-81.1,756,-11.93,,,,,,,,,,,2019-12-04 10:30:00,7597.0,5007,C 20191204 C439-1 1040,10:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-81.1,756,-12.2,,,,,,,,,,,2019-12-04 10:40:00,-1 days +23:55:00,2019-12-04 10:25:00,-81.1,-12.065,20984.161399996497,112.2,148.6,2020.0,2020.0,97.40000000001965,-71.64224598930889,-10.908832442068235
842,7621.0,5031,A 20191208 A440-1 1300,12/8/19,13:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-50.0,756,-7.4,,,,,,,,,,,2019-12-08 13:00:00,7587.0,4997,C 20191208 C440-1 1310,13:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-42.2,756,-7.26,,,,,,,,,,,2019-12-08 13:10:00,-1 days +23:55:00,2019-12-08 12:55:00,-46.1,-7.33,21122.961399996508,251.0,287.40000000000003,2020.0,2020.0,138.8000000000102,-57.517689243030105,-8.929780876494302
762,7599.0,5009,A 20191212 A441-1 +T 1305,12/12/19,13:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-65.3,756,-9.32,,,,,,,,,,,2019-12-12 13:05:00,7589.0,4999,C 20191212 C441-1 1315,13:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-61.7,756,-9.01,,,,,,,,,,,2019-12-12 13:15:00,-1 days +23:55:00,2019-12-12 13:00:00,-63.5,-9.165,21154.161399996523,282.2,318.6,2020.0,2020.0,31.20000000001528,-58.17909284195825,-8.955786676116487
794,7609.0,5019,A A20191214 A442-1 T,12/14/19,14:55,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-33.1,756,-5.69,,,,,,,,,,,2019-12-14 14:55:00,7601.0,5011,C 20191214 C442-1-T 1140,11:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-31.2,756,-5.47,,,,,,,,,,,2019-12-14 11:40:00,0 days 01:37:30,2019-12-14 16:32:30,-32.15,-5.58,21200.96139999652,329.0,365.40000000000003,2020.0,2020.0,46.799999999995634,-54.47647416413638,-8.475583586626458
882,7627.0,5037,A 20191218 A443-1 T 0800,12/18/19,8:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-57.8,756,-8.99,,,,,,,,,,,2019-12-18 08:00:00,7619.0,5029,C 20191218 C443-1 T 0810,8:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-45.1,756,-7.74,,,,,,,,,,,2019-12-18 08:10:00,-1 days +23:55:00,2019-12-18 07:55:00,-51.45,-8.365,21212.961399996522,341.0,377.40000000000003,2020.0,2020.0,12.000000000003638,-54.36997067448933,-8.471692082111744
810,7613.0,5023,A 20191220 A444-1 1200,12/20/19,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-29.4,756,-5.23,,,,,,,,,,,2019-12-20 12:00:00,7591.0,5001,C 20191220 C444-1 1210,12:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-28.0,756,-5.2,,,,,,,,,,,2019-12-20 12:10:00,-1 days +23:55:00,2019-12-20 11:55:00,-28.7,-5.215,21248.56139999653,376.6,413.0,2020.0,2020.0,35.60000000000946,-51.94338821030467,-8.163836962294447
746,7593.0,5003,A 20191222 A445-1 1100,12/22/19,11:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-64.6,756,-9.55,,,,,,,,,,,2019-12-22 11:00:00,7617.0,5027,C 20191222 C445-1 1110,11:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-55.9,756,-8.35,,,,,,,,,,,2019-12-22 11:10:00,-1 days +23:55:00,2019-12-22 10:55:00,-60.25,-8.95,21272.161399996538,400.2,436.6,2020.0,2020.0,23.60000000000582,-52.433233383310245,-8.210197401299578
1253,9005.0,6415,A20191231 A446-1 1045,12/31/19,10:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,613,-75.4,780,-11.45,,,,,,,,,,,2019-12-31 10:45:00,7605.0,5015,C 20191231 A446-1 1045,10:45,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-78.1,756,-11.25,,,,,,,,,,,2019-12-31 10:45:00,0 days 00:00:00,2019-12-31 10:45:00,-76.75,-11.35,21309.961399996544,438.0,474.40000000000003,2020.0,2020.0,37.80000000000655,-54.53180365296984,-8.481166666666883
826,7615.0,5025,A 20200105 A447-1 1445,1/5/20,14:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-49.2,756,-7.4,,,,,,,,,,,2020-01-05 14:45:00,7611.0,5021,C 20200105 C447-1 1455,14:55,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-44.7,756,-7.12,,,,,,,,,,,2020-01-05 14:55:00,-1 days +23:55:00,2020-01-05 14:40:00,-46.95,-7.26,21326.161399996552,454.2,490.6,2020.0,2020.0,16.200000000008004,-54.261382650816266,-8.437611184500414
1028,7677.0,5087,A 20200109 A448-1 1150,01/09/20,11:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-44.7,756,-7.51,,,,,,,,,,,2020-01-09 11:50:00,7679.0,5089,C 20200109 C448-1 1200,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-42.2,756,-7.38,,,,,,,,,,,2020-01-09 12:00:00,-1 days +23:55:00,2020-01-09 11:45:00,-43.45,-7.445,21359.96139999656,488.0,524.4,2020.0,2020.0,33.80000000000655,-53.51256147541134,-8.368860655737883
1215,8932.0,6342,A20200109 A448-1 1150,1/9/20,11:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,612,-44.7,779,-7.71,,,,,,,,,,,2020-01-09 11:50:00,8882.0,6292,C20200109 C448-1 1200,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,612,-44.8,779,-7.51,,,,,,,,,,,2020-01-09 12:00:00,-1 days +23:55:00,2020-01-09 11:45:00,-44.75,-7.609999999999999,21359.96139999656,488.0,524.4,2020.0,2020.0,0.0,-53.51256147541134,-8.368860655737883
1024,7669.0,5079,A 20200111 A449-1 1150,01/11/20,11:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-26.8,756,-5.42,,,,,,,,,,,2020-01-11 11:50:00,7671.0,5081,C 20200111 C449-1 1200,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-25.0,756,-5.12,,,,,,,,,,,2020-01-11 12:00:00,-1 days +23:55:00,2020-01-11 11:45:00,-25.9,-5.27,21366.56139999656,494.6,531.0,2020.0,2020.0,6.600000000002183,-53.14409623938678,-8.32750909826139
1243,8971.0,6381,A20200111 A449-1 1150,1/11/20,11:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,613,-32.0,780,-5.06,,,,,,,,,,,2020-01-11 11:50:00,7654.0,5064,C 20200325 C460-2 1050,10:50,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-30.5,756,-5.95,,,,,,,,,,,2020-01-11 10:50:00,0 days 00:30:00,2020-01-11 12:20:00,-31.25,-5.505,21366.76139999656,494.8,531.2,2020.0,2020.0,0.2000000000007276,-53.13524656426978,-8.326368229587876
1173,8886.0,6296,A20200113 A450-1 0930,1/13/20,9:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,612,-18.0,779,-4.45,,,,,,,,,,,2020-01-13 09:30:00,7633.0,5043,C 20200113 C450-1 0940,9:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-14.9,756,-4.19,,,,,,,,,,,2020-01-13 09:40:00,-1 days +23:55:00,2020-01-13 09:25:00,-16.45,-4.32,21378.561399996568,506.6,543.0,2020.0,2020.0,11.800000000006548,-52.280754046586104,-8.233049743387411
1032,7681.0,5091,A 20200113 A450-1 0930,01/13/20,9:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-16.6,756,-4.29,,,,,,,,,,,2020-01-13 09:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01-13 09:30:00,0 days 00:00:00,2020-01-13 09:30:00,-16.6,-4.29,21378.561399996568,506.6,543.0,2020.0,2020.0,0.0,-52.280754046586104,-8.233049743387411
1034,7683.0,5093,A 20200114 A451-1 1210,01/14/20,12:10,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-29.0,756,-5.71,,,,,,,,,,,2020-01-14 12:10:00,7685.0,5095,C 20200114 C451-1 1220,12:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-25.9,756,-5.22,,,,,,,,,,,2020-01-14 12:20:00,-1 days +23:55:00,2020-01-14 12:05:00,-27.45,-5.465,21426.16139999657,554.2,590.6,2020.0,2020.0,47.60000000000218,-50.14805124503908,-7.995303139660912
1169,8878.0,6288,A20200114 A451-1 1210,1/14/20,12:10,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,612,-35.8,779,-5.64,,,,,,,,,,,2020-01-14 12:10:00,8987.0,6397,C20200114 C451-1 1220,12:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,613,-27.9,780,-5.45,,,,,,,,,,,2020-01-14 12:20:00,-1 days +23:55:00,2020-01-14 12:05:00,-31.849999999999998,-5.545,21426.16139999657,554.2,590.6,2020.0,2020.0,0.0,-50.14805124503908,-7.995303139660912
1235,8951.0,6361,A20200115 A452-1 1250,1/15/20,12:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,613,-44.4,780,-7.81,,,,,,,,,,,2020-01-15 12:50:00,7635.0,5045,C 20200115 C452-1 1300,13:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-26.8,756,-6.39,,,,,,,,,,,2020-01-15 13:00:00,-1 days +23:55:00,2020-01-15 12:45:00,-35.6,-7.1,21426.761399996572,554.8000000000001,591.2,2020.0,2020.0,0.6000000000021828,-50.13231795241641,-7.99433489545796
1022,7667.0,5077,A 20200115 A452-1 1250,01/15/20,12:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-43.2,756,-8.07,,,,,,,,,,,2020-01-15 12:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01-15 12:50:00,0 days 00:00:00,2020-01-15 12:50:00,-43.2,-8.07,21426.761399996572,554.8000000000001,591.2,2020.0,2020.0,0.0,-50.13231795241641,-7.99433489545796
1014,7663.0,5073,A 20200122 A453-1 1110,1/22/20,11:10,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-54.4,756,-8.9,,,,,,,,,,,2020-01-22 11:10:00,8896.0,6306,C20200122 C453-1 1120,11:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,612,-49.3,779,-8.2,,,,,,,,,,,2020-01-22 11:20:00,-1 days +23:55:00,2020-01-22 11:05:00,-51.849999999999994,-8.55,21520.361399996586,648.4,684.8000000000001,2020.0,2020.0,93.6000000000131,-50.38027452190102,-8.07454811844552
1483,,,,01/22/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01-22 11:20:00,7673.0,5083,C 20200122 C453-1 1120,11:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-48.4,756,-7.99,,,,,,,,,,,2020-01-22 11:20:00,0 days 00:00:00,2020-01-22 11:20:00,-48.4,-7.99,21520.361399996586,648.4,684.8000000000001,2020.0,2020.0,0.0,-50.38027452190102,-8.07454811844552
998,7661.0,5071,A 20200124 A454-1 0935,1/24/20,9:35,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-24.9,756,-5.01,,,,,,,,,,,2020-01-24 09:35:00,7665.0,5075,C 20200124 C454-1 0945,9:45,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-23.5,756,-4.74,,,,,,,,,,,2020-01-24 09:45:00,-1 days +23:55:00,2020-01-24 09:30:00,-24.2,-4.875,21535.361399996586,663.4,699.8000000000001,2020.0,2020.0,15.0,-49.788317757010375,-8.00220379861333
942,7647.0,5057,A 20200126 A455-1 0805,1/26/20,8:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-27.9,756,-5.8,,,,,,,,,,,2020-01-26 08:05:00,7649.0,5059,C 20200126 C455-1 0815,8:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-24.7,756,-5.55,,,,,,,,,,,2020-01-26 08:15:00,-1 days +23:55:00,2020-01-26 08:00:00,-26.299999999999997,-5.675,21611.361399996582,739.4,775.8000000000001,2020.0,2020.0,75.99999999999636,-47.37404652421018,-7.76299972951057
926,7645.0,5055,A 20200128 A456-1 0845,1/28/20,8:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-8.8,756,-3.37,,,,,,,,,,,2020-01-28 08:45:00,7643.0,5053,C 20200128 C456-1 0855,8:55,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-9.4,756,-3.28,,,,,,,,,,,2020-01-28 08:55:00,-1 days +23:55:00,2020-01-28 08:40:00,-9.100000000000001,-3.325,21641.561399996594,769.6,806.0,2020.0,2020.0,30.20000000001164,-45.87212837837933,-7.588847453222561
1233,8939.0,6349,A20210306 A499-1 1145,3/6/20,11:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,613,-78.0,780,-11.54,,,,,,,,,,,2020-03-06 11:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-06 11:45:00,0 days 00:00:00,2020-03-06 11:45:00,-78.0,-11.54,21646.761399996598,774.8000000000001,811.2,2020.0,2020.0,5.200000000004366,-46.08775167785344,-7.615365255549945
898,7637.0,5047,A 20200310 A457-1 0845,3/10/20,8:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-34.6,756,-5.83,,,,,,,,,,,2020-03-10 08:45:00,7639.0,5049,C 20200310 C457-1 0855,8:55,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-59.2,756,-8.78,,,,,,,,,,,2020-03-10 08:55:00,-1 days +23:55:00,2020-03-10 08:40:00,-46.900000000000006,-7.305,21650.361399996604,778.4,814.8000000000001,2020.0,2020.0,3.6000000000058208,-46.09150822199493,-7.613929856115232
974,7655.0,5065,SNOW A 20200315 A458-1 1140,3/15/20,11:40,Angelo Reserve,Angelo Meadow,Water,Snow,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-40.3,756,-7.89,,,,,,,,,,,2020-03-15 11:40:00,7631.0,5041,SNOW C 20200315 C458-1 1150,11:50,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-32.2,756,-7.0,,,,,,,,,,,2020-03-15 11:50:00,-1 days +23:55:00,2020-03-15 11:35:00,-36.25,-7.445,21687.761399996605,815.8000000000001,852.2,2020.0,2020.0,37.400000000001455,-45.64032851189126,-7.606185339544125
958,7651.0,5061,A 20200320 A459-1 1130,3/20/20,11:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-46.0,756,-8.62,,,,,,,,,,,2020-03-20 11:30:00,7659.0,5069,C 20200320 C459-1 1140,11:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-40.9,756,-8.1,,,,,,,,,,,2020-03-20 11:40:00,-1 days +23:55:00,2020-03-20 11:25:00,-43.45,-8.36,21702.161399996625,830.2,866.6,2020.0,2020.0,14.400000000019645,-45.60233678631757,-7.619260419176236
914,7641.0,5051,A 20200325 A460-1 1040,3/25/20,10:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-34.6,756,-6.55,,,,,,,,,,,2020-03-25 10:40:00,7653.0,5063,C 20200325 C460-1 1050,10:50,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-29.6,756,-6.12,,,,,,,,,,,2020-03-25 10:50:00,-1 days +23:55:00,2020-03-25 10:35:00,-32.1,-6.335,21720.96139999662,849.0,885.4000000000001,2020.0,2020.0,18.799999999995634,-45.303345111897464,-7.5908221436986105
1485,,,,03/29/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-29 10:30:00,7675.0,5085,C 20200329 C461-1 1030,10:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-48.7,756,-7.14,,,,,,,,,,,2020-03-29 10:30:00,0 days 00:00:00,2020-03-29 10:30:00,-48.7,-7.14,21725.961399996635,854.0,890.4000000000001,2020.0,2020.0,5.000000000014552,-45.32323185011827,-7.588182669789358
990,7657.0,5067,A 20200329 A461-1 1040,3/29/20,10:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IMRS,IMRS,588,-50.8,756,-7.36,,,,,,,,,,,2020-03-29 10:40:00,9011.0,6421,C20200329 C461-1 1030,10:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,613,-50.3,780,-7.24,,,,,,,,,,,2020-03-29 10:30:00,0 days 00:05:00,2020-03-29 10:45:00,-50.55,-7.300000000000001,21725.961399996635,854.0,890.4000000000001,2020.0,2020.0,0.0,-45.32323185011827,-7.588182669789358
1193,8908.0,6318,A20200331 A462-1 1250,3/31/20,12:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,612,-28.9,779,-5.07,,,,,,,,,,,2020-03-31 12:50:00,8930.0,6340,C20200331 C462-1 1300,13:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,612,-27.6,779,-5.14,,,,,,,,,,,2020-03-31 13:00:00,-1 days +23:55:00,2020-03-31 12:45:00,-28.25,-5.105,21748.761399996638,876.8000000000001,913.2,2020.0,2020.0,22.80000000000291,-44.87926551095006,-7.523610857664364
1185,8894.0,6304,A20200404 A463-1 1125,4/4/20,11:25,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,612,-64.0,779,-9.56,,,,,,,,,,,2020-04-04 11:25:00,8983.0,6393,C20200404 C463-1 1135,11:35,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,613,-59.3,780,-8.48,,,,,,,,,,,2020-04-04 11:35:00,-1 days +23:55:00,2020-04-04 11:20:00,-61.65,-9.02,21770.361399996644,898.4000000000001,934.8000000000001,2020.0,2020.0,21.60000000000582,-45.28247996438228,-7.559588156723194
1207,8924.0,6334,A20200405 A464-1 1220,4/5/20,12:20,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,612,-66.2,779,-9.75,,,,,,,,,,,2020-04-05 12:20:00,8904.0,6314,C20200405 C464-1 1230,12:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,612,-56.0,779,-8.61,,,,,,,,,,,2020-04-05 12:30:00,-1 days +23:55:00,2020-04-05 12:15:00,-61.1,-9.18,21780.361399996647,908.4000000000001,944.8000000000001,2020.0,2020.0,10.000000000003638,-45.456605019816244,-7.577426243945531
1211,8928.0,6338,A20200503 A465-1 0730,5/3/20,7:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,612,-32.8,779,-5.81,,,,,,,,,,,2020-05-03 07:30:00,8892.0,6302,C20200503 C465-1 0740,7:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,612,-33.3,779,-5.88,,,,,,,,,,,2020-05-03 07:40:00,-1 days +23:55:00,2020-05-03 07:25:00,-33.05,-5.845,21789.761399996656,917.8000000000001,954.2,2020.0,2020.0,9.400000000008731,-45.32953802571474,-7.55968293745926
1229,8937.0,6347,A20200514 A406-1 1400,5/14/20,14:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,613,-37.0,780,-5.94,,,,,,,,,,,2020-05-14 14:00:00,8926.0,6336,C20200514 C466-1 1410,14:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,IRMS,IMRS,612,-36.0,779,-6.08,,,,,,,,,,,2020-05-14 14:10:00,-1 days +23:55:00,2020-05-14 13:55:00,-36.5,-6.01,21826.561399996663,954.6,991.0,2020.0,2020.0,36.80000000000655,-44.989157762414614,-7.499942384244825
